Region,State,Year of Year,Death Penalty Status,Murder Rate,Number of Records
Northeast,Massachusetts,2007,No Death Penalty,2.9,1
Northeast,New Jersey,2007,No Death Penalty,4.39,1
Northeast,New York,2007,No Death Penalty,4.17,1
Northeast,Rhode Island,2007,No Death Penalty,1.8,1
Northeast,Vermont,2007,No Death Penalty,2.09,1
Northeast,Maine,2008,No Death Penalty,2.35,1
Northeast,Massachusetts,2008,No Death Penalty,2.55,1
Northeast,New Jersey,2008,No Death Penalty,4.33,1
Northeast,New York,2008,No Death Penalty,4.29,1
Northeast,Rhode Island,2008,No Death Penalty,2.95,1
Northeast,Vermont,2008,No Death Penalty,2.74,1
Northeast,Maine,2009,No Death Penalty,1.97,1
Northeast,Massachusetts,2009,No Death Penalty,2.62,1
Northeast,New Jersey,2009,No Death Penalty,3.66,1
Northeast,New York,2009,No Death Penalty,4,1
Northeast,Rhode Island,2009,No Death Penalty,3.04,1
Northeast,Vermont,2009,No Death Penalty,1.29,1
Northeast,Maine,2010,No Death Penalty,1.81,1
Northeast,Massachusetts,2010,No Death Penalty,3.26,1
Northeast,New Jersey,2010,No Death Penalty,4.22,1
Northeast,New York,2010,No Death Penalty,4.48,1
Northeast,Rhode Island,2010,No Death Penalty,2.76,1
Northeast,Vermont,2010,No Death Penalty,1.12,1
Northeast,Maine,2011,No Death Penalty,1.96,1
Northeast,Massachusetts,2011,No Death Penalty,2.78,1
Northeast,New Jersey,2011,No Death Penalty,4.3,1
Northeast,New York,2011,No Death Penalty,3.94,1
Northeast,Rhode Island,2011,No Death Penalty,1.9,1
Northeast,Vermont,2011,No Death Penalty,1.76,1
Northeast,Connecticut,2012,No Death Penalty,3.26,1
Northeast,Maine,2012,No Death Penalty,1.96,1
Northeast,Massachusetts,2012,No Death Penalty,1.82,1
Northeast,New Jersey,2012,No Death Penalty,4.38,1
Northeast,New York,2012,No Death Penalty,3.49,1
Northeast,Rhode Island,2012,No Death Penalty,3.43,1
Northeast,Vermont,2012,No Death Penalty,1.28,1
Northeast,Connecticut,2013,No Death Penalty,2.53,1
Northeast,Maine,2013,No Death Penalty,1.81,1
Northeast,Massachusetts,2013,No Death Penalty,2.06,1
Northeast,New Jersey,2013,No Death Penalty,4.53,1
Northeast,New York,2013,No Death Penalty,3.27,1
Northeast,Rhode Island,2013,No Death Penalty,2.94,1
Northeast,Vermont,2013,No Death Penalty,1.6,1
Northeast,Connecticut,2014,No Death Penalty,2.39,1
Northeast,Maine,2014,No Death Penalty,1.58,1
Northeast,Massachusetts,2014,No Death Penalty,1.96,1
Northeast,New Jersey,2014,No Death Penalty,3.9,1
Northeast,New York,2014,No Death Penalty,3.12,1
Northeast,Rhode Island,2014,No Death Penalty,2.37,1
Northeast,Vermont,2014,No Death Penalty,1.6,1
Northeast,Connecticut,2015,No Death Penalty,3.24,1
Northeast,Maine,2015,No Death Penalty,1.73,1
Northeast,Massachusetts,2015,No Death Penalty,1.93,1
Northeast,New Jersey,2015,No Death Penalty,4.06,1
Northeast,New York,2015,No Death Penalty,3.1,1
Northeast,Rhode Island,2015,No Death Penalty,2.94,1
Northeast,Vermont,2015,No Death Penalty,1.6,1
Northeast,Connecticut,2016,No Death Penalty,2.2,1
Northeast,Maine,2016,No Death Penalty,1.5,1
Northeast,Massachusetts,2016,No Death Penalty,1.98,1
Northeast,New Jersey,2016,No Death Penalty,4.21,1
Northeast,New York,2016,No Death Penalty,3.17,1
Northeast,Rhode Island,2016,No Death Penalty,2.74,1
Northeast,Vermont,2016,No Death Penalty,2.25,1
Northeast,Connecticut,2017,No Death Penalty,2.937983368,1
Northeast,Maine,2017,No Death Penalty,1.722765143,1
Northeast,Massachusetts,2017,No Death Penalty,2.506102797,1
Northeast,New Jersey,2017,No Death Penalty,3.645141842,1
Northeast,New York,2017,No Death Penalty,2.807451835,1
Northeast,Rhode Island,2017,No Death Penalty,1.98772156,1
Northeast,Vermont,2017,No Death Penalty,2.722068772,1
Northeast,Connecticut,2018,No Death Penalty,2.407938357,1
Northeast,Maine,2018,No Death Penalty,1.717626658,1
Northeast,Massachusetts,2018,No Death Penalty,2.005046033,1
Northeast,New Jersey,2018,No Death Penalty,3.207283347,1
Northeast,New York,2018,No Death Penalty,2.877572451,1
Northeast,Rhode Island,2018,No Death Penalty,1.511877213,1
Northeast,Vermont,2018,No Death Penalty,1.761809731,1
Northeast,Connecticut,2019,No Death Penalty,2.917016218,1
Northeast,Maine,2019,No Death Penalty,1.487860546,1
Northeast,Massachusetts,2019,No Death Penalty,2.205294651,1
Northeast,New Jersey,2019,No Death Penalty,2.949722985,1
Northeast,New York,2019,No Death Penalty,2.868369447,1
Northeast,Rhode Island,2019,No Death Penalty,2.359913193,1
Northeast,Vermont,2019,No Death Penalty,1.762851589,1
Northeast,Connecticut,2020,No Death Penalty,3.9,1
Northeast,Maine,2020,No Death Penalty,1.6,1
Northeast,Massachusetts,2020,No Death Penalty,2.3,1
Northeast,New Hampshire,2020,No Death Penalty,0.9,1
Northeast,New Jersey,2020,No Death Penalty,3.7,1
Northeast,New York,2020,No Death Penalty,4.2,1
Northeast,Rhode Island,2020,No Death Penalty,3,1
Northeast,Vermont,2020,No Death Penalty,2.2,1
South,West Virginia,2004,No Death Penalty,3.75,1
South,West Virginia,2005,No Death Penalty,4.52,1
South,West Virginia,2006,No Death Penalty,4.4,1
South,West Virginia,2007,No Death Penalty,3.59,1
South,West Virginia,2008,No Death Penalty,3.69,1
South,West Virginia,2009,No Death Penalty,4.62,1
South,West Virginia,2010,No Death Penalty,3.13,1
South,West Virginia,2011,No Death Penalty,4.69,1
South,West Virginia,2012,No Death Penalty,3.77,1
South,Maryland,2013,No Death Penalty,6.47,1
South,West Virginia,2013,No Death Penalty,3.34,1
South,Maryland,2014,No Death Penalty,6.11,1
South,West Virginia,2014,No Death Penalty,4,1
South,Maryland,2015,No Death Penalty,8.97,1
South,West Virginia,2015,No Death Penalty,4.62,1
South,Delaware,2016,No Death Penalty,6.09,1
South,Maryland,2016,No Death Penalty,8.9,1
South,West Virginia,2016,No Death Penalty,4.65,1
South,Delaware,2017,No Death Penalty,5.328719289,1
South,Maryland,2017,No Death Penalty,9.261578342,1
South,West Virginia,2017,No Death Penalty,5.393363301,1
South,Delaware,2018,No Death Penalty,4.764474422,1
South,Maryland,2018,No Death Penalty,8.134793023,1
South,West Virginia,2018,No Death Penalty,4.212180851,1
South,Delaware,2019,No Death Penalty,4.929325791,1
South,Maryland,2019,No Death Penalty,8.965079197,1
South,West Virginia,2019,No Death Penalty,4.352321545,1
South,Delaware,2020,No Death Penalty,7.4,1
South,Maryland,2020,No Death Penalty,9.1,1
South,West Virginia,2020,No Death Penalty,6.6,1
West,Alaska,2005,No Death Penalty,4.82,1
West,Hawaii,2005,No Death Penalty,1.88,1
West,Alaska,2006,No Death Penalty,5.37,1
West,Hawaii,2006,No Death Penalty,1.63,1
West,Alaska,2007,No Death Penalty,6.29,1
West,Hawaii,2007,No Death Penalty,1.87,1
West,Alaska,2008,No Death Penalty,3.93,1
West,Hawaii,2008,No Death Penalty,2.02,1
West,Alaska,2009,No Death Penalty,3.15,1
West,Hawaii,2009,No Death Penalty,1.78,1
West,New Mexico,2009,No Death Penalty,9.85,1
West,Alaska,2010,No Death Penalty,4.34,1
West,Hawaii,2010,No Death Penalty,1.83,1
West,New Mexico,2010,No Death Penalty,6.78,1
West,Alaska,2011,No Death Penalty,4.14,1
West,Hawaii,2011,No Death Penalty,1.45,1
West,New Mexico,2011,No Death Penalty,7.6,1
West,Alaska,2012,No Death Penalty,4.11,1
West,Hawaii,2012,No Death Penalty,1.51,1
West,New Mexico,2012,No Death Penalty,5.57,1
West,Alaska,2013,No Death Penalty,4.61,1
West,Hawaii,2013,No Death Penalty,2.27,1
West,New Mexico,2013,No Death Penalty,5.89,1
West,Alaska,2014,No Death Penalty,5.57,1
West,Hawaii,2014,No Death Penalty,1.83,1
West,New Mexico,2014,No Death Penalty,4.84,1
West,Alaska,2015,No Death Penalty,8,1
West,Hawaii,2015,No Death Penalty,2.03,1
West,New Mexico,2015,No Death Penalty,5.62,1
West,Alaska,2016,No Death Penalty,7.01,1
West,Hawaii,2016,No Death Penalty,2.45,1
West,New Mexico,2016,No Death Penalty,6.67,1
West,Alaska,2017,No Death Penalty,8.380802016,1
West,Hawaii,2017,No Death Penalty,2.738373673,1
West,New Mexico,2017,No Death Penalty,6.878778253,1
West,Alaska,2018,No Death Penalty,6.373417155,1
West,Hawaii,2018,No Death Penalty,2.815725546,1
West,New Mexico,2018,No Death Penalty,7.310985927,1
West,Washington,2018,No Death Penalty,3.136684065,1
West,Alaska,2019,No Death Penalty,9.432092352,1
West,Hawaii,2019,No Death Penalty,3.390136962,1
West,New Mexico,2019,No Death Penalty,8.632082063,1
West,Washington,2019,No Death Penalty,2.600167855,1
West,Alaska,2020,No Death Penalty,6.7,1
West,Colorado,2020,No Death Penalty,5.1,1
West,Hawaii,2020,No Death Penalty,2.9,1
West,New Mexico,2020,No Death Penalty,7.8,1
West,Washington,2020,No Death Penalty,3.9,1
